hh_id,per_id,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur
40565382,1,3,2,-2,405,410,6,-2,-2,-2,-2,5
40565382,1,4,-2,2,410,411,-2,6,3,4,1,1
40565382,1,5,3,-2,411,570,3,-2,-2,-2,-2,159
40565382,1,6,-2,3,570,600,-2,3,18,4,1,30
40565382,1,7,4,-2,600,630,18,-2,-2,-2,-2,30
40565382,1,8,-2,4,630,650,-2,18,14,4,1,20
40565382,1,9,5,-2,650,655,14,-2,-2,-2,-2,5
40565382,1,10,-2,5,655,680,-2,14,3,4,1,25
40565382,1,11,6,-2,680,990,3,-2,-2,-2,-2,310
40565382,1,12,-2,6,990,1020,-2,3,6,4,1,30
40565382,1,13,7,-2,1020,1035,6,-2,-2,-2,-2,15
40565382,1,14,-2,7,1035,1065,-2,6,1,4,2,30
40565382,1,15,8,-2,1065,1440,1,-2,-2,-2,-2,375
40565382,2,1,1,-2,0,400,8,-2,-2,-2,-2,400
40565382,2,2,-2,1,400,405,-2,8,8,4,2,5
40565382,2,3,2,-2,405,410,8,-2,-2,-2,-2,5
40565382,2,4,-2,2,410,460,-2,8,8,10,1,50
40565382,2,5,3,-2,460,1035,8,-2,-2,-2,-2,575
40565382,2,6,-2,3,1035,1125,-2,8,1,4,2,90
40565382,2,7,4,-2,1125,1440,1,-2,-2,-2,-2,315
40565876,1,1,1,-2,0,466,1,-2,-2,-2,-2,466
40565876,1,2,-2,1,466,475,-2,1,15,3,1,9
40565876,1,3,2,-2,475,780,15,-2,-2,-2,-2,305
40565876,1,4,-2,2,780,783,-2,15,11,3,1,3
40565876,1,5,3,-2,783,786,11,-2,-2,-2,-2,3
40565876,1,6,-2,3,786,805,-2,11,1,3,1,19
40565876,1,7,4,-2,805,820,1,-2,-2,-2,-2,15
40565876,1,8,-2,4,820,830,-2,1,18,3,2,10
40565876,1,9,5,-2,830,840,18,-2,-2,-2,-2,10
40565876,1,10,-2,5,840,860,-2,18,11,3,2,20
40565876,1,11,6,-2,860,880,11,-2,-2,-2,-2,20
40565876,1,12,-2,6,880,890,-2,11,14,3,2,10
40565876,1,13,7,-2,890,915,14,-2,-2,-2,-2,25
40565876,1,14,-2,7,915,930,-2,14,1,3,2,15
40565876,1,15,8,-2,930,1440,1,-2,-2,-2,-2,510
40565876,2,1,1,-2,0,820,1,-2,-2,-2,-2,820
40565876,2,2,-2,1,820,830,-2,1,18,3,2,10
40565876,2,3,2,-2,830,840,18,-2,-2,-2,-2,10
40565876,2,4,-2,2,840,860,-2,18,11,3,2,20
40565876,2,5,3,-2,860,880,11,-2,-2,-2,-2,20
40565876,2,6,-2,3,880,890,-2,11,11,3,2,10
40565876,2,7,4,-2,890,915,11,-2,-2,-2,-2,25
40565876,2,8,-2,4,915,930,-2,11,1,3,2,15
40565876,2,9,5,-2,930,1440,1,-2,-2,-2,-2,510
40566643,1,1,1,-2,0,663,1,-2,-2,-2,-2,663
40566643,1,2,-2,1,663,670,-2,1,19,5,5,7
40566643,1,3,2,-2,670,760,19,-2,-2,-2,-2,90
40566643,1,4,-2,2,760,767,-2,19,1,5,5,7
40566643,1,5,3,-2,767,823,1,-2,-2,-2,-2,56
40566643,1,6,-2,3,823,825,-2,1,17,1,5,2
40566643,1,7,4,-2,825,1003,17,-2,-2,-2,-2,178
40566643,1,8,-2,4,1003,1005,-2,17,1,1,5,2
40566643,1,9,5,-2,1005,1440,1,-2,-2,-2,-2,435
40566643,2,1,1,-2,0,663,1,-2,-2,-2,-2,663
40566643,2,2,-2,1,663,670,-2,1,1,5,5,7
40566643,2,3,2,-2,670,760,1,-2,-2,-2,-2,90
40566643,2,4,-2,2,760,767,-2,1,1,5,5,7
40566643,2,5,3,-2,767,774,1,-2,-2,-2,-2,7
40566643,2,6,-2,3,774,812,-2,1,1,1,1,38
40566643,2,7,4,-2,812,823,1,-2,-2,-2,-2,11
40566643,2,8,-2,4,823,825,-2,1,17,1,5,2
40566643,2,9,5,-2,825,1003,17,-2,-2,-2,-2,178
40566643,2,10,-2,5,1003,1005,-2,17,1,1,5,2
40566643,2,11,6,-2,1005,1440,1,-2,-2,-2,-2,435
40566643,3,1,1,-2,0,663,1,-2,-2,-2,-2,663
40566643,3,2,-2,1,663,670,-2,1,19,5,5,7
40566643,3,3,2,-2,670,760,19,-2,-2,-2,-2,90
40566643,3,4,-2,2,760,767,-2,19,1,5,5,7
40566643,3,5,3,-2,767,823,1,-2,-2,-2,-2,56
40566643,3,6,-2,3,823,825,-2,1,17,1,5,2
40566643,3,7,4,-2,825,1003,17,-2,-2,-2,-2,178
40566643,3,8,-2,4,1003,1005,-2,17,1,1,5,2
40566643,3,9,5,-2,1005,1440,1,-2,-2,-2,-2,435
40566643,4,1,1,-2,0,663,1,-2,-2,-2,-2,663
40566643,4,2,-2,1,663,670,-2,1,19,5,5,7
40566643,4,3,2,-2,670,760,19,-2,-2,-2,-2,90
40566643,4,4,-2,2,760,767,-2,19,1,5,5,7
40566643,4,5,3,-2,767,823,1,-2,-2,-2,-2,56
40566643,4,6,-2,3,823,825,-2,1,17,1,5,2
40566643,4,7,4,-2,825,1003,17,-2,-2,-2,-2,178
40566643,4,8,-2,4,1003,1005,-2,17,1,1,5,2
40566643,4,9,5,-2,1005,1440,1,-2,-2,-2,-2,435
40568294,1,1,1,-2,0,420,1,-2,-2,-2,-2,420
40568294,1,2,-2,1,420,425,-2,1,3,3,1,5
40568294,1,3,2,-2,425,530,3,-2,-2,-2,-2,105
40568294,1,4,-2,2,530,540,-2,3,12,3,1,10
40568294,1,5,3,-2,540,585,12,-2,-2,-2,-2,45
40568294,1,6,-2,3,585,600,-2,12,11,3,1,15
40568294,1,7,4,-2,600,640,11,-2,-2,-2,-2,40
40568294,1,8,-2,4,640,650,-2,11,13,3,1,10
40568294,1,9,5,-2,650,660,13,-2,-2,-2,-2,10
40568294,1,10,-2,5,660,675,-2,13,1,3,1,15
40568294,1,11,6,-2,675,1440,1,-2,-2,-2,-2,765
40568294,2,1,1,-2,0,340,1,-2,-2,-2,-2,340
40568294,2,2,-2,1,340,360,-2,1,3,6,1,20
40568294,2,3,2,-2,360,930,3,-2,-2,-2,-2,570
40568294,2,4,-2,2,930,950,-2,3,1,6,1,20
40568294,2,5,3,-2,950,990,1,-2,-2,-2,-2,40
40568294,2,6,-2,3,990,995,-2,1,17,6,2,5
40568294,2,7,4,-2,995,1060,17,-2,-2,-2,-2,65
40568294,2,8,-2,4,1060,1075,-2,17,13,6,2,15
40568294,2,9,5,-2,1075,1095,13,-2,-2,-2,-2,20
40568294,2,10,-2,5,1095,1110,-2,13,1,6,2,15
40568294,2,11,6,-2,1110,1440,1,-2,-2,-2,-2,330
40568522,1,1,1,-2,0,430,1,-2,-2,-2,-2,430
40568522,1,2,-2,1,430,440,-2,1,3,4,3,10
40568522,1,3,2,-2,440,1025,3,-2,-2,-2,-2,585
40568522,1,4,-2,2,1025,1035,-2,3,1,4,3,10
40568522,1,5,3,-2,1035,1440,1,-2,-2,-2,-2,405
40568522,2,1,1,-2,0,430,1,-2,-2,-2,-2,430
40568522,2,2,-2,1,430,440,-2,1,6,4,3,10
40568522,2,3,2,-2,440,445,6,-2,-2,-2,-2,5
40568522,2,4,-2,2,445,455,-2,6,6,4,2,10
40568522,2,5,3,-2,455,457,6,-2,-2,-2,-2,2
40568522,2,6,-2,3,457,465,-2,6,3,4,1,8
40568522,2,7,4,-2,465,1020,3,-2,-2,-2,-2,555
40568522,2,8,-2,4,1020,1035,-2,3,6,4,1,15
40568522,2,9,5,-2,1035,1037,6,-2,-2,-2,-2,2
40568522,2,10,-2,5,1037,1050,-2,6,1,4,3,13
40568522,2,11,6,-2,1050,1440,1,-2,-2,-2,-2,390
40568522,3,1,1,-2,0,430,1,-2,-2,-2,-2,430
40568522,3,2,-2,1,430,440,-2,1,6,4,3,10
40568522,3,3,2,-2,440,445,6,-2,-2,-2,-2,5
40568522,3,4,-2,2,445,455,-2,6,8,4,2,10
40568522,3,5,3,-2,455,1035,8,-2,-2,-2,-2,580
40568522,3,6,-2,3,1035,1045,-2,8,6,4,3,10
40568522,3,7,4,-2,1045,1047,6,-2,-2,-2,-2,2
40568522,3,8,-2,4,1047,1055,-2,6,1,4,3,8
40568522,3,9,5,-2,1055,1440,1,-2,-2,-2,-2,385
40569884,1,1,1,-2,0,445,1,-2,-2,-2,-2,445
40569884,1,2,-2,1,445,460,-2,1,3,3,1,15
40569884,1,3,2,-2,460,997,3,-2,-2,-2,-2,537
40569884,1,4,-2,2,997,1015,-2,3,1,3,1,18
40569884,1,5,3,-2,1015,1440,1,-2,-2,-2,-2,425
40571281,1,1,1,-2,0,555,1,-2,-2,-2,-2,555
40571281,1,2,-2,1,555,585,-2,1,13,3,1,30
40571281,1,3,2,-2,585,615,13,-2,-2,-2,-2,30
40571281,1,4,-2,2,615,626,-2,13,15,3,1,11
40571281,1,5,3,-2,626,705,15,-2,-2,-2,-2,79
40571281,1,6,-2,3,705,740,-2,15,1,3,1,35
40571281,1,7,4,-2,740,1440,1,-2,-2,-2,-2,700
40571916,1,1,1,-2,0,480,1,-2,-2,-2,-2,480
40571916,1,2,-2,1,480,550,-2,1,18,4,1,70
40571916,1,3,2,-2,550,660,18,-2,-2,-2,-2,110
40571916,1,4,-2,2,660,665,-2,18,13,4,1,5
40571916,1,5,3,-2,665,690,13,-2,-2,-2,-2,25
40571916,1,6,-2,3,690,695,-2,13,11,4,1,5
40571916,1,7,4,-2,695,735,11,-2,-2,-2,-2,40
40571916,1,8,-2,4,735,745,-2,11,11,4,1,10
40571916,1,9,5,-2,745,755,11,-2,-2,-2,-2,10
40571916,1,10,-2,5,755,810,-2,11,1,4,1,55
40571916,1,11,6,-2,810,1440,1,-2,-2,-2,-2,630
40572649,1,1,1,-2,0,480,1,-2,-2,-2,-2,480
40572649,1,2,-2,1,480,485,-2,1,16,3,1,5
40572649,1,3,2,-2,485,510,16,-2,-2,-2,-2,25
40572649,1,4,-2,2,510,550,-2,16,3,3,1,40
40572649,1,5,3,-2,550,900,3,-2,-2,-2,-2,350
40572649,1,6,-2,3,900,920,-2,3,11,3,1,20
40572649,1,7,4,-2,920,950,11,-2,-2,-2,-2,30
40572649,1,8,-2,4,950,970,-2,11,1,3,1,20
40572649,1,9,5,-2,970,1440,1,-2,-2,-2,-2,470
40572869,1,1,1,-2,0,560,1,-2,-2,-2,-2,560
40572869,1,2,-2,1,560,578,-2,1,11,4,1,18
40572869,1,3,2,-2,578,582,11,-2,-2,-2,-2,4
40572869,1,4,-2,2,582,591,-2,11,5,4,1,9
40572869,1,5,3,-2,591,713,5,-2,-2,-2,-2,122
40572869,1,6,-2,3,713,723,-2,5,11,4,1,10
40572869,1,7,4,-2,723,768,11,-2,-2,-2,-2,45
40572869,1,8,-2,4,768,771,-2,11,11,4,1,3
40572869,1,9,5,-2,771,813,11,-2,-2,-2,-2,42
40572869,1,10,-2,5,813,828,-2,11,1,4,1,15
40572869,1,11,6,-2,828,885,1,-2,-2,-2,-2,57
40572869,1,12,-2,6,885,888,-2,1,15,7,2,3
40572869,1,13,7,-2,888,1020,15,-2,-2,-2,-2,132
40572869,1,14,-2,7,1020,1025,-2,15,1,7,2,5
40572869,1,15,8,-2,1025,1440,1,-2,-2,-2,-2,415
40572869,2,1,1,-2,0,883,1,-2,-2,-2,-2,883
40572869,2,2,-2,1,883,888,-2,1,15,7,2,5
40572869,2,3,2,-2,888,1020,15,-2,-2,-2,-2,132
40572869,2,4,-2,2,1020,1025,-2,15,1,7,2,5
40572869,2,5,3,-2,1025,1440,1,-2,-2,-2,-2,415
40573185,1,1,1,-2,0,405,1,-2,-2,-2,-2,405
40573185,1,2,-2,1,405,415,-2,1,16,3,1,10
40573185,1,3,2,-2,415,510,16,-2,-2,-2,-2,95
40573185,1,4,-2,2,510,520,-2,16,1,3,1,10
40573185,1,5,3,-2,520,705,1,-2,-2,-2,-2,185
40573185,1,6,-2,3,705,750,-2,1,3,3,1,45
40573185,1,7,4,-2,750,1200,3,-2,-2,-2,-2,450
40573185,1,8,-2,4,1200,1215,-2,3,11,3,1,15
40573185,1,9,5,-2,1215,1260,11,-2,-2,-2,-2,45
40573185,1,10,-2,5,1260,1296,-2,11,1,3,1,36
40573185,1,11,6,-2,1296,1440,1,-2,-2,-2,-2,144
40573185,2,1,1,-2,0,510,1,-2,-2,-2,-2,510
40573185,2,2,-2,1,510,525,-2,1,3,3,1,15
40573185,2,3,2,-2,525,660,3,-2,-2,-2,-2,135
40573185,2,4,-2,2,660,675,-2,3,1,3,1,15
40573185,2,5,3,-2,675,1440,1,-2,-2,-2,-2,765
40573762,1,1,1,-2,0,815,5,-2,-2,-2,-2,815
40573762,1,2,-2,1,815,920,-2,5,14,3,1,105
40573762,1,3,2,-2,920,928,14,-2,-2,-2,-2,8
40573762,1,4,-2,2,928,938,-2,14,1,3,1,10
40573762,1,5,3,-2,938,1440,1,-2,-2,-2,-2,502
40574589,1,1,1,-2,0,330,1,-2,-2,-2,-2,330
40574589,1,2,-2,1,330,340,-2,1,16,2,1,10
40574589,1,3,2,-2,340,370,16,-2,-2,-2,-2,30
40574589,1,4,-2,2,370,390,-2,16,1,2,1,20
40574589,1,5,3,-2,390,420,1,-2,-2,-2,-2,30
40574589,1,6,-2,3,420,435,-2,1,3,9,2,15
40574589,1,7,4,-2,435,540,3,-2,-2,-2,-2,105
40574589,1,8,-2,4,540,555,-2,3,18,4,2,15
40574589,1,9,5,-2,555,600,18,-2,-2,-2,-2,45
40574589,1,10,-2,5,600,618,-2,18,6,4,2,18
40574589,1,11,6,-2,618,635,6,-2,-2,-2,-2,17
40574589,1,12,-2,6,635,650,-2,6,12,4,1,15
40574589,1,13,7,-2,650,800,12,-2,-2,-2,-2,150
40574589,1,14,-2,7,800,810,-2,12,6,4,1,10
40574589,1,15,8,-2,810,820,6,-2,-2,-2,-2,10
40574589,1,16,-2,8,820,840,-2,6,18,4,2,20
40574589,1,17,9,-2,840,920,18,-2,-2,-2,-2,80
40574589,1,18,-2,9,920,940,-2,18,1,4,2,20
40574589,1,19,10,-2,940,1050,1,-2,-2,-2,-2,110
40574589,1,20,-2,10,1050,1060,-2,1,13,9,5,10
40574589,1,21,11,-2,1060,1195,13,-2,-2,-2,-2,135
40574589,1,22,-2,11,1195,1210,-2,13,1,9,2,15
40574589,1,23,12,-2,1210,1440,1,-2,-2,-2,-2,230
40574589,2,1,1,-2,0,540,1,-2,-2,-2,-2,540
40574589,2,2,-2,1,540,555,-2,1,18,4,2,15
40574589,2,3,2,-2,555,600,18,-2,-2,-2,-2,45
40574589,2,4,-2,2,600,618,-2,18,1,4,2,18
40574589,2,5,3,-2,618,820,1,-2,-2,-2,-2,202
40574589,2,6,-2,3,820,840,-2,1,18,4,2,20
40574589,2,7,4,-2,840,930,18,-2,-2,-2,-2,90
40574589,2,8,-2,4,930,940,-2,18,1,4,2,10
40574589,2,9,5,-2,940,1050,1,-2,-2,-2,-2,110
40574589,2,10,-2,5,1050,1060,-2,1,13,9,5,10
40574589,2,11,6,-2,1060,1200,13,-2,-2,-2,-2,140
40574589,2,12,-2,6,1200,1220,-2,13,1,9,2,20
40574589,2,13,7,-2,1220,1440,1,-2,-2,-2,-2,220
40574793,1,1,1,-2,0,570,1,-2,-2,-2,-2,570
40574793,1,2,-2,1,570,580,-2,1,1,1,1,10
40574793,1,3,2,-2,580,600,1,-2,-2,-2,-2,20
40574793,1,4,-2,2,600,630,-2,1,15,6,1,30
40574793,1,5,3,-2,630,720,15,-2,-2,-2,-2,90
40574793,1,6,-2,3,720,725,-2,15,11,6,1,5
40574793,1,7,4,-2,725,750,11,-2,-2,-2,-2,25
40574793,1,8,-2,4,750,755,-2,11,1,6,1,5
40574793,1,9,5,-2,755,1440,1,-2,-2,-2,-2,685
40576270,1,1,1,-2,0,1020,1,-2,-2,-2,-2,1020
40576270,1,2,-2,1,1020,1050,-2,1,3,3,2,30
40576270,1,3,2,-2,1050,1280,3,-2,-2,-2,-2,230
40576270,1,4,-2,2,1280,1290,-2,3,15,3,6,10
40576270,1,5,3,-2,1290,1350,15,-2,-2,-2,-2,60
40576270,1,6,-2,3,1350,1370,-2,15,11,3,2,20
40576270,1,7,4,-2,1370,1375,11,-2,-2,-2,-2,5
40576270,1,8,-2,4,1375,1380,-2,11,1,3,2,5
40576270,1,9,5,-2,1380,1440,1,-2,-2,-2,-2,60
40576270,2,1,1,-2,0,615,1,-2,-2,-2,-2,615
40576270,2,2,-2,1,615,630,-2,1,11,3,1,15
40576270,2,3,2,-2,630,660,11,-2,-2,-2,-2,30
40576270,2,4,-2,2,660,675,-2,11,1,3,1,15
40576270,2,5,3,-2,675,1020,1,-2,-2,-2,-2,345
40576270,2,6,-2,3,1020,1050,-2,1,15,3,2,30
40576270,2,7,4,-2,1050,1280,15,-2,-2,-2,-2,230
40576270,2,8,-2,4,1280,1290,-2,15,15,3,6,10
40576270,2,9,5,-2,1290,1350,15,-2,-2,-2,-2,60
40576270,2,10,-2,5,1350,1370,-2,15,11,3,2,20
40576270,2,11,6,-2,1370,1375,11,-2,-2,-2,-2,5
40576270,2,12,-2,6,1375,1380,-2,11,1,3,2,5
40576270,2,13,7,-2,1380,1440,1,-2,-2,-2,-2,60
40576318,1,1,1,-2,0,620,1,-2,-2,-2,-2,620
40576318,1,2,-2,1,620,625,-2,1,14,3,2,5
40576318,1,3,2,-2,625,1440,14,-2,-2,-2,-2,815
40576318,2,1,1,-2,0,640,14,-2,-2,-2,-2,640
40576318,2,2,-2,1,640,645,-2,14,1,3,2,5
40576318,2,3,2,-2,645,1440,1,-2,-2,-2,-2,795
40576663,1,1,1,-2,0,465,1,-2,-2,-2,-2,465
40576663,1,2,-2,1,465,486,-2,1,16,1,1,21
40576663,1,3,2,-2,486,670,16,-2,-2,-2,-2,184
40576663,1,4,-2,2,670,678,-2,16,1,1,1,8
40576663,1,5,3,-2,678,860,1,-2,-2,-2,-2,182
40576663,1,6,-2,3,860,885,-2,1,11,4,1,25
40576663,1,7,4,-2,885,935,11,-2,-2,-2,-2,50
40576663,1,8,-2,4,935,955,-2,11,1,4,1,20
40576663,1,9,5,-2,955,1440,1,-2,-2,-2,-2,485
40578601,1,1,1,-2,0,600,15,-2,-2,-2,-2,600
40578601,1,2,-2,1,600,615,-2,15,15,16,2,15
40578601,1,3,2,-2,615,750,15,-2,-2,-2,-2,135
40578601,1,4,-2,2,750,765,-2,15,13,16,2,15
40578601,1,5,3,-2,765,840,13,-2,-2,-2,-2,75
40578601,1,6,-2,3,840,870,-2,13,7,17,2,30
40578601,1,7,4,-2,870,1000,7,-2,-2,-2,-2,130
40578601,1,8,-2,4,1000,1215,-2,7,7,19,2,215
40578601,1,9,5,-2,1215,1240,7,-2,-2,-2,-2,25
40578601,1,10,-2,5,1240,1275,-2,7,7,17,2,35
40578601,1,11,6,-2,1275,1340,7,-2,-2,-2,-2,65
40578601,1,12,-2,6,1340,1439,-2,7,1,3,2,99
40578601,1,13,7,-2,1439,1440,1,-2,-2,-2,-2,1
40579930,1,1,1,-2,0,597,1,-2,-2,-2,-2,597
40579930,1,2,-2,1,597,598,-2,1,17,1,1,1
40579930,1,3,2,-2,598,610,17,-2,-2,-2,-2,12
40579930,1,4,-2,2,610,611,-2,17,1,1,1,1
40579930,1,5,3,-2,611,812,1,-2,-2,-2,-2,201
40579930,1,6,-2,3,812,822,-2,1,11,6,2,10
40579930,1,7,4,-2,822,862,11,-2,-2,-2,-2,40
40579930,1,8,-2,4,862,864,-2,11,14,6,2,2
40579930,1,9,5,-2,864,867,14,-2,-2,-2,-2,3
40579930,1,10,-2,5,867,871,-2,14,14,6,2,4
40579930,1,11,6,-2,871,878,14,-2,-2,-2,-2,7
40579930,1,12,-2,6,878,885,-2,14,11,6,2,7
40579930,1,13,7,-2,885,926,11,-2,-2,-2,-2,41
40579930,1,14,-2,7,926,930,-2,11,11,6,2,4
40579930,1,15,8,-2,930,959,11,-2,-2,-2,-2,29
40579930,1,16,-2,8,959,966,-2,11,1,6,2,7
40579930,1,17,9,-2,966,1440,1,-2,-2,-2,-2,474
40579930,2,1,1,-2,0,780,1,-2,-2,-2,-2,780
40579930,2,2,-2,1,780,781,-2,1,14,1,1,1
40579930,2,3,2,-2,781,784,14,-2,-2,-2,-2,3
40579930,2,4,-2,2,784,785,-2,14,1,1,1,1
40579930,2,5,3,-2,785,812,1,-2,-2,-2,-2,27
40579930,2,6,-2,3,812,822,-2,1,11,6,2,10
40579930,2,7,4,-2,822,862,11,-2,-2,-2,-2,40
40579930,2,8,-2,4,862,864,-2,11,14,6,2,2
40579930,2,9,5,-2,864,867,14,-2,-2,-2,-2,3
40579930,2,10,-2,5,867,871,-2,14,14,6,2,4
40579930,2,11,6,-2,871,878,14,-2,-2,-2,-2,7
40579930,2,12,-2,6,878,885,-2,14,11,6,2,7
40579930,2,13,7,-2,885,926,11,-2,-2,-2,-2,41
40579930,2,14,-2,7,926,930,-2,11,11,6,2,4
40579930,2,15,8,-2,930,959,11,-2,-2,-2,-2,29
40579930,2,16,-2,8,959,966,-2,11,1,6,2,7
40579930,2,17,9,-2,966,1440,1,-2,-2,-2,-2,474
40581534,1,1,1,-2,0,605,1,-2,-2,-2,-2,605
40581534,1,2,-2,1,605,609,-2,1,11,4,1,4
40581534,1,3,2,-2,609,633,11,-2,-2,-2,-2,24
40581534,1,4,-2,2,633,638,-2,11,1,4,1,5
40581534,1,5,3,-2,638,1440,1,-2,-2,-2,-2,802
40581534,2,1,1,-2,0,408,1,-2,-2,-2,-2,408
40581534,2,2,-2,1,408,442,-2,1,8,10,1,34
40581534,2,3,2,-2,442,875,8,-2,-2,-2,-2,433
40581534,2,4,-2,2,875,900,-2,8,1,10,1,25
40581534,2,5,3,-2,900,1440,1,-2,-2,-2,-2,540
40582875,2,1,1,-2,0,481,3,-2,-2,-2,-2,481
40582875,2,2,-2,1,481,495,-2,3,3,3,2,14
40582875,2,3,2,-2,495,1020,3,-2,-2,-2,-2,525
40582875,2,4,-2,2,1020,1035,-2,3,1,3,2,15
40582875,2,5,3,-2,1035,1440,1,-2,-2,-2,-2,405
40582879,1,1,1,-2,0,795,1,-2,-2,-2,-2,795
40582879,1,2,-2,1,795,810,-2,1,13,1,1,15
40582879,1,3,2,-2,810,820,13,-2,-2,-2,-2,10
40582879,1,4,-2,2,820,835,-2,13,1,1,1,15
40582879,1,5,3,-2,835,1124,1,-2,-2,-2,-2,289
40582879,1,6,-2,3,1124,1155,-2,1,11,1,2,31
40582879,1,7,4,-2,1155,1230,11,-2,-2,-2,-2,75
40582879,1,8,-2,4,1230,1265,-2,11,1,1,2,35
40582879,1,9,5,-2,1265,1440,1,-2,-2,-2,-2,175
40582879,3,1,1,-2,0,1026,1,-2,-2,-2,-2,1026
40582879,3,2,-2,1,1026,1027,-2,1,14,1,1,1
40582879,3,3,2,-2,1027,1029,14,-2,-2,-2,-2,2
40582879,3,4,-2,2,1029,1031,-2,14,1,1,1,2
40582879,3,5,3,-2,1031,1440,1,-2,-2,-2,-2,409
40582879,4,1,1,-2,0,450,1,-2,-2,-2,-2,450
40582879,4,2,-2,1,450,525,-2,1,3,11,1,75
40582879,4,3,2,-2,525,1095,3,-2,-2,-2,-2,570
40582879,4,4,-2,2,1095,1155,-2,3,1,11,1,60
40582879,4,5,3,-2,1155,1273,1,-2,-2,-2,-2,118
40582879,4,6,-2,3,1273,1275,-2,1,16,1,1,2
40582879,4,7,4,-2,1275,1290,16,-2,-2,-2,-2,15
40582879,4,8,-2,4,1290,1295,-2,16,1,1,1,5
40582879,4,9,5,-2,1295,1440,1,-2,-2,-2,-2,145
40585665,1,1,1,-2,0,680,1,-2,-2,-2,-2,680
40585665,1,2,-2,1,680,710,-2,1,12,3,2,30
40585665,1,3,2,-2,710,790,12,-2,-2,-2,-2,80
40585665,1,4,-2,2,790,795,-2,12,13,3,2,5
40585665,1,5,3,-2,795,800,13,-2,-2,-2,-2,5
40585665,1,6,-2,3,800,810,-2,13,1,3,2,10
40585665,1,7,4,-2,810,1440,1,-2,-2,-2,-2,630
40586359,1,1,1,-2,0,810,1,-2,-2,-2,-2,810
40586359,1,2,-2,1,810,830,-2,1,15,3,3,20
40586359,1,3,2,-2,830,920,15,-2,-2,-2,-2,90
40586359,1,4,-2,2,920,940,-2,15,15,3,3,20
40586359,1,5,3,-2,940,1000,15,-2,-2,-2,-2,60
40586359,1,6,-2,3,1000,1020,-2,15,1,3,3,20
40586359,1,7,4,-2,1020,1140,1,-2,-2,-2,-2,120
40586359,1,8,-2,4,1140,1155,-2,1,13,3,3,15
40586359,1,9,5,-2,1155,1290,13,-2,-2,-2,-2,135
40586359,1,10,-2,5,1290,1305,-2,13,1,3,3,15
40586359,1,11,6,-2,1305,1440,1,-2,-2,-2,-2,135
40586611,1,1,1,-2,0,600,1,-2,-2,-2,-2,600
40586611,1,2,-2,1,600,620,-2,1,5,3,2,20
40586611,1,3,2,-2,620,630,5,-2,-2,-2,-2,10
40586611,1,4,-2,2,630,660,-2,5,18,3,1,30
40586611,1,5,3,-2,660,675,18,-2,-2,-2,-2,15
40586611,1,6,-2,3,675,680,-2,18,11,3,2,5
40586611,1,7,4,-2,680,750,11,-2,-2,-2,-2,70
40586611,1,8,-2,4,750,755,-2,11,11,3,2,5
40586611,1,9,5,-2,755,785,11,-2,-2,-2,-2,30
40586611,1,10,-2,5,785,795,-2,11,14,3,2,10
40586611,1,11,6,-2,795,803,14,-2,-2,-2,-2,8
40586611,1,12,-2,6,803,830,-2,14,14,3,2,27
40586611,1,13,7,-2,830,870,14,-2,-2,-2,-2,40
40586611,1,14,-2,7,870,890,-2,14,1,3,2,20
40586611,1,15,8,-2,890,1440,1,-2,-2,-2,-2,550
40586611,2,1,1,-2,0,600,1,-2,-2,-2,-2,600
40586611,2,2,-2,1,600,620,-2,1,6,3,2,20
40586611,2,3,2,-2,620,630,6,-2,-2,-2,-2,10
40586611,2,4,-2,2,630,660,-2,6,6,3,2,30
40586611,2,5,3,-2,660,675,6,-2,-2,-2,-2,15
40586611,2,6,-2,3,675,680,-2,6,11,3,2,5
40586611,2,7,4,-2,680,750,11,-2,-2,-2,-2,70
40586611,2,8,-2,4,750,755,-2,11,11,3,2,5
40586611,2,9,5,-2,755,780,11,-2,-2,-2,-2,25
40586611,2,10,-2,5,780,795,-2,11,14,3,2,15
40586611,2,11,6,-2,795,800,14,-2,-2,-2,-2,5
40586611,2,12,-2,6,800,825,-2,14,6,3,2,25
40586611,2,13,7,-2,825,840,6,-2,-2,-2,-2,15
40586611,2,14,-2,7,840,860,-2,6,1,3,2,20
40586611,2,15,8,-2,860,1440,1,-2,-2,-2,-2,580
40587083,1,1,1,-2,0,480,1,-2,-2,-2,-2,480
40587083,1,2,-2,1,480,527,-2,1,3,5,1,47
40587083,1,3,2,-2,527,960,3,-2,-2,-2,-2,433
40587083,1,4,-2,2,960,1018,-2,3,1,5,1,58
40587083,1,5,3,-2,1018,1440,1,-2,-2,-2,-2,422
40587083,2,1,1,-2,0,405,1,-2,-2,-2,-2,405
40587083,2,2,-2,1,405,480,-2,1,8,10,1,75
40587083,2,3,2,-2,480,885,8,-2,-2,-2,-2,405
40587083,2,4,-2,2,885,960,-2,8,1,10,1,75
40587083,2,5,3,-2,960,1020,1,-2,-2,-2,-2,60
40587083,2,6,-2,3,1020,1035,-2,1,17,1,1,15
40587083,2,7,4,-2,1035,1110,17,-2,-2,-2,-2,75
40587083,2,8,-2,4,1110,1125,-2,17,1,1,1,15
40587083,2,9,5,-2,1125,1440,1,-2,-2,-2,-2,315
40587083,3,1,1,-2,0,460,1,-2,-2,-2,-2,460
